time,open,high,low,close,SuperSmoother,Volume,Upper UI Constraint,Lower UI Constraint,OB Level 2,OB Level 1,Zero,OS Level 1,OS Level 2,Fish1,Fish2,unFish,Long,Short,Hurst,EBSI
2009-12-02,23.28999,23.75,23.25,23.60001,23.288782651142455,571241,3.5,-3.5,3,2,0,-2,-3,0.34282825441539394,NaN,0.33,NaN,NaN,1.9978033585307684,0.9891585092112831
2009-12-03,23.82001,23.82001,23,23.31,23.308514436714923,409981,3.5,-3.5,3,2,0,-2,-3,NaN,0.34282825441539394,NaN,NaN,NaN,1.996298461694027,0.9914418764078617
2009-12-04,23.47,23.98,23.3,23.85001,23.385368949364906,318029,3.5,-3.5,3,2,0,-2,-3,0.34282825441539394,NaN,0.33,NaN,NaN,1.9966164938351674,0.9931104311237586
2009-12-07,23.77,23.77,23.28,23.63,23.50676665754108,271484,3.5,-3.5,3,2,0,-2,-3,NaN,0.34282825441539394,NaN,NaN,NaN,1.997603784005757,0.9946533680647291
2009-12-08,23.5,23.75,23,23.63,23.58789237790084,652830,3.5,-3.5,3,2,0,-2,-3,NaN,NaN,NaN,NaN,NaN,1.9986164192549223,0.9950494724433013
2009-12-09,23.63,24.12,23.5,24,23.67875704536857,609321,3.5,-3.5,3,2,0,-2,-3,0.34282825441539394,NaN,0.33,NaN,NaN,1.9993831450998731,0.9949393591139611
2009-12-10,24.77,24.77,23.39,23.7,23.75948212087969,848336,3.5,-3.5,3,2,0,-2,-3,NaN,0.34282825441539394,NaN,NaN,NaN,1.9998546440389453,0.9952818657698759
2009-12-11,23.60001,23.74001,23.11301,23.34,23.732043929471196,600254,3.5,-3.5,3,2,0,-2,-3,-0.34282825441539394,NaN,-0.33,NaN,NaN,2.000085364338844,0.9930986100809391
2009-12-14,23.28999,23.33,22.75,22.8,23.55313414700929,489059,3.5,-3.5,3,2,0,-2,-3,-0.7913738721291064,-0.34282825441539394,-0.5511,0,0,2.000158649921575,0.98407490876544
2009-12-15,22.8,22.89,22.52,22.69,23.274943797546932,700010,3.5,-3.5,3,2,0,-2,-3,-1.2614929493509068,-0.7913738721291064,-0.6992370000000001,0,0,2.0001486320843735,0.9637426303202297
2009-12-16,22.84,23.05,22.55,22.73,23.017499770357706,585402,3.5,-3.5,3,2,0,-2,-3,-1.3417801444055035,-1.2614929493509068,-0.6113246108955182,0,0,2.000106887761391,0.9336433696951876
2009-12-17,22.75,22.75,22.08,22.44,22.80212161448128,633912,3.5,-3.5,3,2,0,-2,-3,-1.6204582400246095,-1.3417801444055035,-0.7395874892999972,0,0,2.0000626614271333,0.8889125481945103
2009-12-18,22.61,22.61,22.11,22.57001,22.63832096832405,2105021,3.5,-3.5,3,2,0,-2,-3,-1.984145496011621,-1.6204582400246095,-0.8255236178309981,0,0,2.0000286094983766,0.7791419560750886
2009-12-21,22.5,22.61,22.17,22.60001,22.55746141565303,536379,3.5,-3.5,3,2,0,-2,-3,-1.57267197500554,-1.984145496011621,-0.5231008239467533,1,0,2.00000736200607,0.44353381784791995
2009-12-22,22.58,22.61,22.3,22.39999,22.50965974475765,766036,3.5,-3.5,3,2,0,-2,-3,-0.8068164025523623,-1.57267197500554,-0.02047755204432472,0,0,1.999996759416225,-0.6847613988330974
2009-12-23,23.22,23.25,22.39999,22.41,22.463501182803835,1103650,3.5,-3.5,3,2,0,-2,-3,-0.07589996762373075,-0.8068164025523623,0.3162800401303025,0,0,1.9999932189207805,-0.9609724076691926
2009-12-24,22.46001,22.5999,22.10001,22.14999,22.398056091858802,254211,3.5,-3.5,3,2,0,-2,-3,-0.1565959611796825,-0.07589996762373075,-0.11809237311269735,0,1,1.9999934792601084,-0.9745178744831265
2009-12-28,22.14999,22.67999,22.14999,22.62,22.367835406190558,804430,3.5,-3.5,3,2,0,-2,-3,-0.408569889421745,-0.1565959611796825,-0.3187650779275778,0,0,1.888120322876689,-0.9906683849521343
2009-12-29,22.69,22.8,22.53,22.61,22.417988220513315,123419,3.5,-3.5,3,2,0,-2,-3,-0.08732715546429672,-0.408569889421745,0.11642739778852287,1,0,1.59074076449207,-0.9753924062571867
2009-12-30,22.52,22.8,22.52,22.61,22.487229483468994,173289,3.5,-3.5,3,2,0,-2,-3,0.3738182444401433,-0.08732715546429672,0.3948068844971938,0,0,1.2084342649508724,-0.8436380241298839
2009-12-31,22.8,22.84,22.38,22.42999,22.524000367473448,156622,3.5,-3.5,3,2,0,-2,-3,0.12133591129789632,0.3738182444401433,-0.06547938738688014,0,1,0.8504746239619576,-0.5749888178183081
2010-01-04,22.55,23.39999,22.39999,23.08,22.597608691760065,437154,3.5,-3.5,3,2,0,-2,-3,0.35501271772825116,0.12133591129789632,0.2861288104507903,1,0,0.6023145325004949,0.5302237690015937
2010-01-05,23,23.25999,22.96001,23.25999,22.77280466843185,283580,3.5,-3.5,3,2,0,-2,-3,0.7561876485258212,0.35501271772825116,0.5217063030020295,0,0,0.49885014327899485,0.7750962441316005
2010-01-06,23.60001,23.89999,23.41,23.58,23.00871761237478,968085,3.5,-3.5,3,2,0,-2,-3,1.206358693406568,0.7561876485258212,0.6795432230113598,0,0,0.48799734829092134,0.8724043852684826
2010-01-07,23.55,23.78,23.39999,23.74001,23.27063719782334,360678,3.5,-3.5,3,2,0,-2,-3,1.5286456812123475,1.206358693406568,0.7284731436614261,0,0,0.4924008498969799,0.9411874138278599
2010-01-08,23.64,24.14999,23.32001,23.87,23.513648341524668,967234,3.5,-3.5,3,2,0,-2,-3,1.9152984132344137,1.5286456812123475,0.8180770062531555,0,0,0.47624768179393984,0.9758590139778016
2010-01-11,23.85001,24.08,23.75999,24,23.720268464295284,253499,3.5,-3.5,3,2,0,-2,-3,2.3251072867008302,1.9152984132344137,0.8781115941896143,0,0,0.4280798966768211,0.9920234346379582
2010-01-12,23.85001,24,23.56,23.95,23.869735769162688,517638,3.5,-3.5,3,2,0,-2,-3,1.6088861315872718,2.3251072867008302,0.41887964769838737,0,1,0.3543263137077052,0.9984441238319429
2010-01-13,23.95,24.3981,23.81,24.3,23.995834384744562,596251,3.5,-3.5,3,2,0,-2,-3,1.5143992621394298,1.6088861315872718,0.6106493639579196,0,0,0.2824356817594633,0.999955539039037
2010-01-14,24.17999,24.2,23.925,24.2,24.112044680398554,201411,3.5,-3.5,3,2,0,-2,-3,1.540346545507088,1.5143992621394298,0.6545092445044813,1,0,0.23141061556172848,0.9999505361100668
2010-01-15,24.44,24.5,24.10001,24.36,24.202360497724307,202208,3.5,-3.5,3,2,0,-2,-3,1.7868786093898583,1.540346545507088,0.7685211938180025,0,0,0.20291878138517727,0.9996649014492692
2010-01-19,24.39999,24.89999,24.2301,24.55,24.30346904645073,679284,3.5,-3.5,3,2,0,-2,-3,2.1315265988579606,1.7868786093898583,0.8449091998580618,0,0,0.19626258357282264,0.9995600511378737
2010-01-20,24.50999,24.8,24.25,24.50999,24.40240419081968,589726,3.5,-3.5,3,2,0,-2,-3,2.154371239392348,2.1315265988579606,0.79636949894867,0,0,0.20672420832135383,0.9997664577261607
2010-01-21,24.53,24.718,23.9001,23.98,24.403235160145847,203284,3.5,-3.5,3,2,0,-2,-3,1.2836371678057115,2.154371239392348,0.2035675642956089,0,1,0.2248041147761503,0.9969400960332021
2010-01-22,23.99001,24.03999,22.77,23.34,24.215393609630368,892624,3.5,-3.5,3,2,0,-2,-3,0.4457338069291472,1.2836371678057115,-0.19360973192194203,0,0,0.24305372568291297,0.9654081725504579
2010-01-25,23.64,23.64,23.06,23.35001,23.917767647295747,119498,3.5,-3.5,3,2,0,-2,-3,-0.2740874163197308,0.4457338069291472,-0.4597185203877012,0,0,0.2825313655241889,0.819001909560296
2010-01-26,23.39999,23.67999,23.32001,23.53,23.674404719078098,165002,3.5,-3.5,3,2,0,-2,-3,-0.7648400284381214,-0.2740874163197308,-0.5565329448991589,0,0,0.3765924616895956,0.29965350848758665
2010-01-27,23.60001,23.60001,23.37,23.55,23.54029340159003,175298,3.5,-3.5,3,2,0,-2,-3,-1.1189506509829021,-0.7648400284381214,-0.6270444773377557,0,0,0.5212911169717371,-0.7298784582328867
2010-01-28,23.78999,24.12,23.39,23.84,23.524312275807276,131304,3.5,-3.5,3,2,0,-2,-3,-1.0713524721323986,-1.1189506509829021,-0.4714064897698948,1,0,0.6704796781707718,-0.9867837679428754
2010-01-29,24,24,23.23,23.49001,23.55336285282073,337724,3.5,-3.5,3,2,0,-2,-3,-0.753025865856322,-1.0713524721323986,-0.21399049629397793,0,0,0.7767259575532496,-0.988098926748435
2010-02-01,23.67999,23.67999,23.13,23.37,23.53407606541686,407403,3.5,-3.5,3,2,0,-2,-3,-0.8909222936424742,-0.753025865856322,-0.47337363251696524,0,1,0.825388038983518,-0.9880173226964911
2010-02-02,23.33,23.72,23.19,23.63,23.51751667081338,208269,3.5,-3.5,3,2,0,-2,-3,-1.0679615260549487,-0.8909222936424742,-0.5528665379834528,0,0,0.8234275112198856,-0.9987783605776968
2010-02-03,23.60001,23.86,23.41,23.84,23.56577242214846,827653,3.5,-3.5,3,2,0,-2,-3,-0.8072917983374026,-1.0679615260549487,-0.26670306212775313,1,0,0.7898686886281433,-0.9736620905554363
2010-02-04,23.64,23.75,22.35001,22.47,23.481611709242664,713948,3.5,-3.5,3,2,0,-2,-3,-0.9646081731542078,-0.8072917983374026,-0.5086910516255947,0,1,0.7166102501895031,-0.9780929498471058
2010-02-05,22.41,22.57001,21.3,21.71001,23.094653813964996,1137095,3.5,-3.5,3,2,0,-2,-3,-1.2945420941057821,-0.9646081731542078,-0.6708230045891485,0,0,0.598689905872819,-0.8274854489891182
2010-02-08,21.88,22.63,21.7601,22.39,22.671021328476307,208183,3.5,-3.5,3,2,0,-2,-3,-1.4735862280422567,-1.2945420941057821,-0.6784924690778346,0,0,0.46800257844341725,-0.8804800085302527
2010-02-09,22.49001,22.75999,22.27,22.56,22.44717482661475,220631,3.5,-3.5,3,2,0,-2,-3,-1.3687769141496648,-1.4735862280422567,-0.559416703772589,1,0,0.35431206097440926,-0.9733539047739805
2010-02-10,22.38,22.38,21.87,22.05,22.319122107154776,403804,3.5,-3.5,3,2,0,-2,-3,-1.427541221204248,-1.3687769141496648,-0.6310462098718064,0,1,0.283761750597186,-0.9990285636602646
2010-02-11,21.97,22.1799,21.94501,22.06,22.199587272460057,107513,3.5,-3.5,3,2,0,-2,-3,-1.5876112844226336,-1.427541221204248,-0.7033202268472464,0,0,0.2658638789516996,-0.9998817298529914
2010-02-12,21.91,22.55,21.88,22.55,22.177119637830188,125567,3.5,-3.5,3,2,0,-2,-3,-1.5443734919651138,-1.5876112844226336,-0.6354876013150094,1,0,0.285636490732298,-0.9978490804507532
2010-02-16,22.64999,23.07001,22.27,23.03,22.3230581537166,247978,3.5,-3.5,3,2,0,-2,-3,-0.8682579201528552,-1.5443734919651138,-0.09577669288105628,0,0,0.33679432982525975,-0.9795026345045064
2010-02-17,23.03999,23.39,22.59,22.75999,22.527885447686458,189717,3.5,-3.5,3,2,0,-2,-3,-0.16175802199318662,-0.8682579201528552,0.26582961576969233,0,0,0.41819661837008154,-0.9261458771224049
2010-02-18,22.64,23.5,22.5,23.28,22.73671834820255,121315,3.5,-3.5,3,2,0,-2,-3,0.4792940726531907,-0.16175802199318662,0.5081058425656939,0,0,0.5134194662294951,-0.7956839111855374
2010-02-19,23.28999,23.96001,23.28999,23.58,22.998134246983085,187564,3.5,-3.5,3,2,0,-2,-3,1.05117248891972,0.4792940726531907,0.6704309145190149,0,0,0.6033771596582307,-0.09747050743422624
2010-02-22,23.5,23.52,23.09,23.24001,23.20992263816571,155478,3.5,-3.5,3,2,0,-2,-3,1.2906067096127765,1.05117248891972,0.6440246054540294,0,0,0.6749752341340536,0.7559256936934049
2010-02-23,23.2,23.73,23.10001,23.64,23.3552743026721,134203,3.5,-3.5,3,2,0,-2,-3,1.4438097844980606,1.2906067096127765,0.6632009537393064,0,0,0.7241867652536165,0.962268943319382
2010-02-24,23.81,24.35001,23.75,24.16,23.552970538007376,208378,3.5,-3.5,3,2,0,-2,-3,1.7529936583843726,1.4438097844980606,0.7743446390053353,0,0,0.7450247666309529,0.986307671941557
2010-02-25,23.82001,24.07001,23.52,23.8,23.74239291641087,257927,3.5,-3.5,3,2,0,-2,-3,1.724525258710809,1.7529936583843726,0.690038072156386,0,1,0.7372103807506292,0.9892442552452123
2010-02-26,23.91,23.96001,23.50999,23.89,23.8462706883478,264921,3.5,-3.5,3,2,0,-2,-3,1.5465867047273787,1.724525258710809,0.594323308355255,0,0,0.6942652459164254,0.997797977523664
2010-03-01,24.00999,24.57001,23.88,24.09,23.92538097069304,271493,3.5,-3.5,3,2,0,-2,-3,1.6981707403008148,1.5465867047273787,0.7281966165980209,1,0,0.6075142473511772,0.999839939715778
2010-03-02,24.13,24.3,23.77,24.03999,23.993263885148636,279410,3.5,-3.5,3,2,0,-2,-3,1.6811527677343188,1.6981707403008148,0.6815845391380331,0,1,0.49649686276252536,0.99937660868394
2010-03-03,24,24.1076,23.82001,23.99001,24.026683573792937,114881,3.5,-3.5,3,2,0,-2,-3,1.4937939282122423,1.6811527677343188,0.5738320115928532,0,0,0.3889423342791479,0.9981126914452673
2010-03-04,24.02,24.39999,23.99001,24.2,24.05772573994735,149803,3.5,-3.5,3,2,0,-2,-3,1.5650309547219332,1.4937939282122423,0.674052962200739,1,0,0.30124688054969684,0.9967186593986541
2010-03-05,24.25,24.74001,24.17999,24.52,24.147025813437388,189835,3.5,-3.5,3,2,0,-2,-3,1.8320247106185892,1.5650309547219332,0.7816154846744952,0,0,0.25630841491534484,0.9990581885254547
2010-03-08,24.55,24.88,24.50999,24.67,24.297174373592256,144779,3.5,-3.5,3,2,0,-2,-3,2.1855871744584916,1.8320247106185892,0.8536823747319118,0,0,0.2703129896229955,0.9980953147521537
2010-03-09,24.55,25.24001,24.5,25.12,24.51028791366773,185105,3.5,-3.5,3,2,0,-2,-3,2.5754644800381215,2.1855871744584916,0.901967191070381,0,0,0.3293792261662242,0.9924084959115896
2010-03-10,25.11,25.17999,24.91,25.06,24.74470896206619,248133,3.5,-3.5,3,2,0,-2,-3,2.979074968433883,2.5754644800381215,0.9343180180171553,0,0,0.41781116932352425,0.9908994674661591
2010-03-11,24.99001,25.19,24.81,25.11,24.927272360282455,100003,3.5,-3.5,3,2,0,-2,-3,3.137129083115007,2.979074968433883,0.9285263918395275,0,0,0.5191506333765394,0.9960107135938492
2010-03-12,25.14,25.25,24.98,25.13,25.05114749672608,55291,3.5,-3.5,3,2,0,-2,-3,3.4224729384016825,3.137129083115007,0.9521126825324835,0,0,0.6117936504387411,0.9996472662893137
2010-03-15,25.16,25.25,24.87,25.03,25.10939529857092,195520,3.5,-3.5,3,2,0,-2,-3,3.2534743614001007,3.4224729384016825,0.9124956499685201,0,1,0.6928409375719461,0.9990795025218396
2010-03-16,25.02,25.2,24.86,25.12,25.124640454661055,109213,3.5,-3.5,3,2,0,-2,-3,2.7474083571657846,3.2534743614001007,0.807802247024604,0,0,0.7700150840642623,0.9959464635911087
2010-03-17,25.11,26.50999,24.94,25.82001,25.218354390886013,503427,3.5,-3.5,3,2,0,-2,-3,2.7118555164630833,2.7474083571657846,0.8712275055064846,0,0,0.8342896470888267,0.9975170953490469
2010-03-18,25.88,25.9299,25.23,25.24001,25.335802955874954,156632,3.5,-3.5,3,2,0,-2,-3,2.4056042497230266,2.7118555164630833,0.7816805525384751,0,0,0.8763556209581744,0.9999654283456368
2010-03-19,25.28999,25.75,25,25.60001,25.405423371956015,741338,3.5,-3.5,3,2,0,-2,-3,1.8000770609286239,2.4056042497230266,0.5351076349019144,0,0,0.9022883023046602,0.9997674274054812
2010-03-22,25.56,25.7155,24.95,25.00999,25.408627444960338,233924,3.5,-3.5,3,2,0,-2,-3,1.2272664906171538,1.8000770609286239,0.31602778089266437,0,0,0.918628046974892,0.9964378373474758
2010-03-23,25,25.25,24.89999,25.17999,25.33053371953534,152411,3.5,-3.5,3,2,0,-2,-3,0.5379570981041232,1.2272664906171538,-0.07553201464815815,0,0,0.9283632050575517,0.9825685584978444
2010-03-24,25.17,25.97,25,25.25,25.26916459794205,1307139,3.5,-3.5,3,2,0,-2,-3,0.320507096393385,0.5379570981041232,0.05148298967810369,0,0,0.9386566122577906,0.9662894791179186
2010-03-25,25.44,25.48,24.28999,24.42999,25.13526360612234,367889,3.5,-3.5,3,2,0,-2,-3,-0.14433529508741746,0.320507096393385,-0.29550639691567054,0,0,0.9592327123741502,0.9184990837461313
2010-03-26,24.59,25.17999,24.3465,24.99001,24.972523533937654,793351,3.5,-3.5,3,2,0,-2,-3,-0.6595207841721551,-0.14433529508741746,-0.5279892859334993,0,0,0.9817058655836313,0.6547785768978968
2010-03-29,25.23,25.60001,25.16,25.35001,24.955600739095246,337062,3.5,-3.5,3,2,0,-2,-3,-0.5172606420235422,-0.6595207841721551,-0.1853334412606421,1,0,0.98805204985414,0.048469956621686065
2010-03-30,25.5,25.91,25.2,25.78999,25.104204096049102,554081,3.5,-3.5,3,2,0,-2,-3,-0.0498209466352009,-0.5172606420235422,0.2058265943553698,0,0,0.9644637191386483,-0.09289052599694209
2010-03-31,26.39999,26.39999,24.85001,25.25,25.2705919402374,1212027,3.5,-3.5,3,2,0,-2,-3,0.48247273782204203,-0.0498209466352009,0.4679038182180978,0,0,0.9089426862550529,0.5943264220661586
2010-04-01,25.35001,25.8,25.28999,25.52,25.367984919987332,1232202,3.5,-3.5,3,2,0,-2,-3,0.9070531207547525,0.48247273782204203,0.5822214141628652,0,0,0.8384730507098369,0.9241411772076288
2010-04-05,25.73,25.8,25.39,25.8,25.481973577546764,621754,3.5,-3.5,3,2,0,-2,-3,1.3151866013212086,0.9070531207547525,0.6971119794958958,0,0,0.7714801196502833,0.9857493466720395
2010-04-06,26.11,27.00999,26.08,27.00999,25.762554578979525,716505,3.5,-3.5,3,2,0,-2,-3,1.748105536075021,1.3151866013212086,0.7970650262622503,0,0,0.7231757979787654,0.9598481814804861
2010-04-07,27.02,27.10001,26.42999,26.55,26.135551532372368,731661,3.5,-3.5,3,2,0,-2,-3,2.1830977524055175,1.748105536075021,0.8640335675957078,0,0,0.6988422122057611,0.9481793691968807
2010-04-08,26.60001,26.75999,26.23,26.50999,26.388814096654713,210222,3.5,-3.5,3,2,0,-2,-3,2.1375207873497937,2.1830977524055175,0.7802353831876541,0,1,0.6769382931042234,0.9796235836014053
2010-04-09,26.60001,26.64,26.25,26.47,26.518584449988793,305218,3.5,-3.5,3,2,0,-2,-3,1.897211899623748,2.1375207873497937,0.679643662121157,0,0,0.6391533614956537,0.9984034407090178
2010-04-12,26.45,26.58,26.17999,26.24001,26.530533834732697,253724,3.5,-3.5,3,2,0,-2,-3,1.6066806595150376,1.897211899623748,0.5770807137873224,0,0,0.5914693307376011,0.9975278868406053
2010-04-13,26.25,27.17999,26.19,27.03,26.561899464060602,1791905,3.5,-3.5,3,2,0,-2,-3,1.6202106728023593,1.6066806595150376,0.6733628621769161,1,0,0.5445808315155356,0.9943561580146723
2010-04-14,27.14999,27.86,26.69,27.52,26.75535163619305,1010069,3.5,-3.5,3,2,0,-2,-3,1.8584273036796293,1.6202106728023593,0.7811531176585338,0,0,0.5105422682090512,0.9987225919074827
2010-04-15,27.5,27.63,26.95,27,26.96268138551425,11184043,3.5,-3.5,3,2,0,-2,-3,2.197647415879283,1.8584273036796293,0.8533725888312176,0,0,0.4931806625236767,0.996864453204203
2010-04-16,27,28.88,27,28.60001,27.25994980350966,3306862,3.5,-3.5,3,2,0,-2,-3,2.580382545587942,2.197647415879283,0.9017596345169159,0,0,0.5022008227962954,0.9944199570213055
2010-04-19,28.60001,29.55,28.12,29.00999,27.773397354223537,1889189,3.5,-3.5,3,2,0,-2,-3,2.98044056515325,2.580382545587942,0.9341789551263338,0,0,0.5485727357741352,0.9831538226335
2010-04-20,29.25,29.25,28.08,28.25,28.2014339561167,1273209,3.5,-3.5,3,2,0,-2,-3,3.0188939332199682,2.98044056515325,0.9101973453573613,0,0,0.6188244521405906,0.98619995443252
2010-04-21,28.2,28.45,27.89999,28.19,28.382160854320173,1229011,3.5,-3.5,3,2,0,-2,-3,2.511362433304039,3.0188939332199682,0.7623974300142613,0,1,0.691242418594694,0.9983185579176296
2010-04-22,28.00999,29.62,28,29.53,28.57746949839971,1441396,3.5,-3.5,3,2,0,-2,-3,2.4570949439343495,2.511362433304039,0.8340853142011317,0,0,0.7567743903333337,0.9996700317137128
2010-04-23,29.67,29.69,29.17,29.38,28.87997452344981,668252,3.5,-3.5,3,2,0,-2,-3,2.64490772748792,2.4570949439343495,0.8888371605147583,1,0,0.818514873398785,0.999820225621156
2010-04-26,28.55,29.7,28.42999,29.58,29.156300233638532,1181078,3.5,-3.5,3,2,0,-2,-3,2.4604339922332716,2.64490772748792,0.8137328232989484,0,1,0.8838674415640473,0.9995923441364042
2010-04-27,29.34,29.74001,28.94,28.99001,29.3025239903086,952900,3.5,-3.5,3,2,0,-2,-3,2.4772357043155444,2.4604339922332716,0.8474455243205764,1,0,0.9321989360569796,0.9996919943074424
2010-04-28,29.03,29.91,28.53999,29.00999,29.2860596488602,795196,3.5,-3.5,3,2,0,-2,-3,2.3569296884478947,2.4772357043155444,0.8069809174021689,0,1,0.939825257947309,0.9955245771967218
2010-04-29,29.06,29.45,28.58,29.13,29.224582395630684,830065,3.5,-3.5,3,2,0,-2,-3,1.9579847747048746,2.3569296884478947,0.6524310722138061,0,0,0.9180441846959763,0.9882848510685822
2010-04-30,29.13,29.24001,28.32001,28.57001,29.104459397514823,879575,3.5,-3.5,3,2,0,-2,-3,1.433140484564489,1.9579847747048746,0.42530276988145205,0,0,0.8843140124679785,0.9798843650669803
2010-05-03,28.59,29.28999,28.42999,29.02,28.976707686723575,424125,3.5,-3.5,3,2,0,-2,-3,1.0428653351097883,1.433140484564489,0.3151878349640825,0,0,0.8640681163120316,0.96706506348829
2010-05-04,28.55,28.92999,27.87,28.64,28.88702535993236,754789,3.5,-3.5,3,2,0,-2,-3,0.4020444979826514,1.0428653351097883,-0.11882415057406473,0,0,0.871614482574188,0.9593259674544489
2010-05-05,28.28999,28.75999,28.14,28.52,28.772407111857852,555954,3.5,-3.5,3,2,0,-2,-3,-0.19620442674065142,0.4020444979826514,-0.37757350146073665,0,0,0.8886367342228534,0.9398933496398176
2010-05-06,28.35001,29.05,27.59,27.91,28.584138840017687,1625516,3.5,-3.5,3,2,0,-2,-3,-0.7650586186159585,-0.19620442674065142,-0.5829742459786935,0,0,0.9129451042014859,0.7762146998435637
2010-05-07,27.89999,28.13,26.74001,27.19,28.244876685409373,1395615,3.5,-3.5,3,2,0,-2,-3,-1.291406167295754,-0.7650586186159585,-0.7205927448057248,0,0,0.92227063197293,-0.19767467362395855
2010-05-10,27.89999,28.64999,27.32001,27.72,27.90536560831524,1048151,3.5,-3.5,3,2,0,-2,-3,-1.3743676906069582,-1.291406167295754,-0.6222476902009384,0,0,0.8779349487864666,-0.7882838385824574
2010-05-11,27.31,28.36,27.31,27.98,27.75172655060996,686326,3.5,-3.5,3,2,0,-2,-3,-1.3934419220255085,-1.3743676906069582,-0.6083250075527389,0,0,0.7926044956888234,-0.9645002875643777
2010-05-12,28.28,29.48,28.14,29.36,27.921045980593938,1070363,3.5,-3.5,3,2,0,-2,-3,-0.931537195522702,-1.3934419220255085,-0.23059352609816125,1,0,0.6969396818663474,-0.9809081052552896
2010-05-13,29.36,29.94,28.98,29.44,28.365140491284947,1661302,3.5,-3.5,3,2,0,-2,-3,-0.28843032297187476,-0.931537195522702,0.17550233751423197,0,0,0.6041874503053339,-0.732294631617658
2010-05-14,29.39,29.72501,29.00999,29.27,28.798397511301076,2256324,3.5,-3.5,3,2,0,-2,-3,0.3003705936200993,-0.28843032297187476,0.4174383435463312,0,0,0.5156293658333111,0.13898918866907173
2010-05-17,29.36,30,29.06,29.45,29.118765262828333,1259861,3.5,-3.5,3,2,0,-2,-3,0.8586030526685818,0.3003705936200993,0.6096836901760418,0,0,0.43534064979472736,0.8496802631314103
2010-05-18,29.71001,29.96001,29.06,29.28999,29.314123585148213,763006,3.5,-3.5,3,2,0,-2,-3,1.3627311953590155,0.8586030526685818,0.7321889165727069,0,0,0.3676488543047062,0.9800518198182789
2010-05-19,29.24001,30.2,29.13,29.7,29.44025858065237,949359,3.5,-3.5,3,2,0,-2,-3,1.8399149893379807,1.3627311953590155,0.8205665741037137,0,0,0.3159443939324035,0.9986804203391473
2010-05-20,29.31,29.56,28.91,29.03,29.473075343282115,969899,3.5,-3.5,3,2,0,-2,-3,1.8986855094323944,1.8399149893379807,0.7525147453112385,0,0,0.2799743910668272,0.9986967322135423
2010-05-21,28.74001,29.83,28.63,29.55,29.44021720654273,1039488,3.5,-3.5,3,2,0,-2,-3,1.8273909967554043,1.8986855094323944,0.7054401960744859,0,1,0.2576165374812894,0.9916093151726385
2010-05-24,29.60001,30.34,29.53999,30.00999,29.512734574348436,1703235,3.5,-3.5,3,2,0,-2,-3,2.019698391599949,1.8273909967554043,0.8026449313699056,1,0,0.24012176752816705,0.9940524497142291
2010-05-25,29.38,30.64,29.22501,30.61,29.744418862857433,1768865,3.5,-3.5,3,2,0,-2,-3,2.3244052389325103,2.019698391599949,0.8654236898885868,0,0,0.22742143477962198,0.9949693392812637
